roll_no,Class,Section,Branch
4239,Grade-3,B,SATELLITE TOWN SENIOR BRANCH RWP
4217,Grade-3,B,SATELLITE TOWN SENIOR BRANCH RWP
4987,Grade-3,B,SATELLITE TOWN SENIOR BRANCH RWP
4899,Grade-3,B,SATELLITE TOWN SENIOR BRANCH RWP
4966,Grade-3,B,SATELLITE TOWN SENIOR BRANCH RWP
4969,Grade-3,B,SATELLITE TOWN SENIOR BRANCH RWP
4785,Grade-3,B,SATELLITE TOWN SENIOR BRANCH RWP
4746,Grade-3,B,SATELLITE TOWN SENIOR BRANCH RWP
4877,Grade-3,B,SATELLITE TOWN SENIOR BRANCH RWP
5010,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
4273,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
4543,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
4498,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
3050,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
2882,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
2713,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
2701,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
2346,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
2458,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
2436,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
2564,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
2584,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
2590,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
2636,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
5069,Grade-4,A,SATELLITE TOWN SENIOR BRANCH RWP
2635,Grade-4,B,SATELLITE TOWN SENIOR BRANCH RWP
2582,Grade-4,B,SATELLITE TOWN SENIOR BRANCH RWP
2595,Grade-4,B,SATELLITE TOWN SENIOR BRANCH RWP
2616,Grade-4,B,SATELLITE TOWN SENIOR BRANCH RWP
2545,Grade-4,B,SATELLITE TOWN SENIOR BRANCH RWP
2419,Grade-4,B,SATELLITE TOWN SENIOR BRANCH RWP
2432,Grade-4,B,SATELLITE TOWN SENIOR BRANCH RWP
2832,Grade-4,B,SATELLITE TOWN SENIOR BRANCH RWP
2883,Grade-4,B,SATELLITE TOWN SENIOR BRANCH RWP
2955,Grade-4,B,SATELLITE TOWN SENIOR BRANCH RWP
3851,Grade-4,B,SATELLITE TOWN SENIOR BRANCH RWP
3917,Grade-4,B,SATELLITE TOWN SENIOR BRANCH RWP
4560,Grade-4,B,SATELLITE TOWN SENIOR BRANCH RWP
4270,Grade-4,B,SATELLITE TOWN SENIOR BRANCH RWP
4782,Grade-4,B,SATELLITE TOWN SENIOR BRANCH RWP
4694,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
4930,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
4269,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
4299,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
4706,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
2431,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
2355,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
2318,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
2200,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
2180,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
2187,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
2224,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
2111,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
2420,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
2551,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
1987,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
1988,Grade-5,A,SATELLITE TOWN SENIOR BRANCH RWP
1948,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
1837,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
2075,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
2235,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
2142,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
2427,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
2345,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
2292,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
2243,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
2319,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
2279,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
4056,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
4053,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
2850,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
4643,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
4598,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
4915,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
4933,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
4906,Grade-5,B,SATELLITE TOWN SENIOR BRANCH RWP
4922,Grade-6,A,SATELLITE TOWN SENIOR BRANCH RWP
4917,Grade-6,A,SATELLITE TOWN SENIOR BRANCH RWP
4786,Grade-6,A,SATELLITE TOWN SENIOR BRANCH RWP
4611,Grade-6,A,SATELLITE TOWN SENIOR BRANCH RWP
4443,Grade-6,A,SATELLITE TOWN SENIOR BRANCH RWP
2982,Grade-6,A,SATELLITE TOWN SENIOR BRANCH RWP
3708,Grade-6,A,SATELLITE TOWN SENIOR BRANCH RWP
2323,Grade-6,A,SATELLITE TOWN SENIOR BRANCH RWP
2146,Grade-6,A,SATELLITE TOWN SENIOR BRANCH RWP
2132,Grade-6,A,SATELLITE TOWN SENIOR BRANCH RWP
2104,Grade-6,A,SATELLITE TOWN SENIOR BRANCH RWP
2102,Grade-6,A,SATELLITE TOWN SENIOR BRANCH RWP
2628,Grade-6,A,SATELLITE TOWN SENIOR BRANCH RWP
2472,Grade-6,B,SATELLITE TOWN SENIOR BRANCH RWP
2169,Grade-6,B,SATELLITE TOWN SENIOR BRANCH RWP
1712,Grade-6,B,SATELLITE TOWN SENIOR BRANCH RWP
1725,Grade-6,B,SATELLITE TOWN SENIOR BRANCH RWP
1990,Grade-6,B,SATELLITE TOWN SENIOR BRANCH RWP
1877,Grade-6,B,SATELLITE TOWN SENIOR BRANCH RWP
1932,Grade-6,B,SATELLITE TOWN SENIOR BRANCH RWP
4136,Grade-6,B,SATELLITE TOWN SENIOR BRANCH RWP
4411,Grade-6,B,SATELLITE TOWN SENIOR BRANCH RWP
4281,Grade-6,B,SATELLITE TOWN SENIOR BRANCH RWP
4669,Grade-6,B,SATELLITE TOWN SENIOR BRANCH RWP
4723,Grade-6,B,SATELLITE TOWN SENIOR BRANCH RWP
4949,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
4940,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
5003,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
4196,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
4290,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
4022,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
2960,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
2881,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
1949,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
1711,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
1804,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
1764,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
1805,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
2247,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
2460,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
2504,Grade-7,A,SATELLITE TOWN SENIOR BRANCH RWP
2471,Grade-7,B,SATELLITE TOWN SENIOR BRANCH RWP
2627,Grade-7,B,SATELLITE TOWN SENIOR BRANCH RWP
2734,Grade-7,B,SATELLITE TOWN SENIOR BRANCH RWP
2226,Grade-7,B,SATELLITE TOWN SENIOR BRANCH RWP
1612,Grade-7,B,SATELLITE TOWN SENIOR BRANCH RWP
1613,Grade-7,B,SATELLITE TOWN SENIOR BRANCH RWP
1462,Grade-7,B,SATELLITE TOWN SENIOR BRANCH RWP
1392,Grade-7,B,SATELLITE TOWN SENIOR BRANCH RWP
1252,Grade-7,B,SATELLITE TOWN SENIOR BRANCH RWP
1181,Grade-7,B,SATELLITE TOWN SENIOR BRANCH RWP
3719,Grade-7,B,SATELLITE TOWN SENIOR BRANCH RWP
4642,Grade-7,B,SATELLITE TOWN SENIOR BRANCH RWP
4970,Grade-7,B,SATELLITE TOWN SENIOR BRANCH RWP
4827,Grade-7,B,SATELLITE TOWN SENIOR BRANCH RWP
5098,Grade-7,B,SATELLITE TOWN SENIOR BRANCH RWP
4764,MATRIC-8,A,SATELLITE TOWN SENIOR BRANCH RWP
2950,MATRIC-8,A,SATELLITE TOWN SENIOR BRANCH RWP
1732,MATRIC-8,A,SATELLITE TOWN SENIOR BRANCH RWP
1733,MATRIC-8,A,SATELLITE TOWN SENIOR BRANCH RWP
2291,MATRIC-8,A,SATELLITE TOWN SENIOR BRANCH RWP
2435,MATRIC-8,A,SATELLITE TOWN SENIOR BRANCH RWP
2317,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
1825,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
1955,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
1263,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
1024,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
1229,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
1046,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
1148,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
3709,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
4135,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
4157,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
4851,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
4968,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
4936,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
4955,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
5011,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
4597,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
4596,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
4624,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
4559,IGCSE-8,A,SATELLITE TOWN SENIOR BRANCH RWP
4398,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4222,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4240,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4788,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4736,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4176,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3967,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3962,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3927,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3951,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3835,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3846,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3784,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3796,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3826,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3030,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3036,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2820,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2930,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2867,Grade-2,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2915,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
3076,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
3042,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
3724,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
3897,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
3922,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
3936,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
3941,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4161,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4026,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4027,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4057,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4096,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4127,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4866,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
5048,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4980,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4257,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4417,Grade-2,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4446,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
4211,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
4692,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
4109,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
3955,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
3977,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
3990,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
3901,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
3906,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
3844,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
3774,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
3865,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
3787,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
3056,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
3085,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
3014,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2984,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
5115,Grade-2,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
5090,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
3077,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
3737,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
3788,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
3840,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
3810,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2935,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2929,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2683,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
3896,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
3885,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
3985,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
3978,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
4041,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
4023,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2487,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2637,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
4473,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
5019,Grade-2,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
4916,MATRIC-9,A,SATELLITE TOWN SENIOR BRANCH RWP
4931,MATRIC-9,A,SATELLITE TOWN SENIOR BRANCH RWP
5004,MATRIC-9,A,SATELLITE TOWN SENIOR BRANCH RWP
4667,MATRIC-9,A,SATELLITE TOWN SENIOR BRANCH RWP
4291,MATRIC-9,A,SATELLITE TOWN SENIOR BRANCH RWP
4327,MATRIC-9,A,SATELLITE TOWN SENIOR BRANCH RWP
2540,MATRIC-9,A,SATELLITE TOWN SENIOR BRANCH RWP
1402,MATRIC-9,A,SATELLITE TOWN SENIOR BRANCH RWP
1297,MATRIC-9,A,SATELLITE TOWN SENIOR BRANCH RWP
1266,MATRIC-9,A,SATELLITE TOWN SENIOR BRANCH RWP
1404,MATRIC-9,A,SATELLITE TOWN SENIOR BRANCH RWP
1253,MATRIC-9,A,SATELLITE TOWN SENIOR BRANCH RWP
1765,MATRIC-9,A,SATELLITE TOWN SENIOR BRANCH RWP
4054,MATRIC-9,A,SATELLITE TOWN SENIOR BRANCH RWP
5099,MATRIC-9,A,SATELLITE TOWN SENIOR BRANCH RWP
5091,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3966,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3999,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2757,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2863,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2845,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2945,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2918,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2895,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3817,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3765,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3772,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3693,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3744,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2610,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2668,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2691,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2588,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2596,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4256,Grade-3,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4292,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4995,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
5024,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
5052,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4984,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4735,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4802,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
3748,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
3091,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
3827,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
3739,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2884,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2931,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
3913,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2779,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2674,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
3989,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4168,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4120,Grade-3,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
3960,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
4003,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2706,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2815,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2826,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2776,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2698,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2872,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2897,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
3003,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2601,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2714,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2485,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
1429,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
4793,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
4921,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
4948,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
4644,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
5063,Grade-3,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
4647,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2661,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2556,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2585,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2988,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2981,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
3052,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
3735,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2944,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2939,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2828,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2829,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2846,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
3942,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
3943,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
3856,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
4184,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
4071,Grade-3,DELTA,I-8/4  PRIMARY BRANCH ISLAMABAD
2976,MATRIC-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
2890,MATRIC-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
3004,MATRIC-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
1101,MATRIC-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
2034,MATRIC-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
4603,MATRIC-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
4988,MATRIC-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
5066,MATRIC-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
5100,MATRIC-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
5128,MATRIC-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
5032,MATRIC-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
4806,MATRIC-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
4818,MATRIC-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
4714,MATRIC-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
4373,MATRIC-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
1970,MATRIC-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
1389,MATRIC-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
1008,MATRIC-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
1322,MATRIC-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
1336,MATRIC-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
1344,MATRIC-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
1345,MATRIC-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
2086,MATRIC-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
2985,MATRIC-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
2090,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
2057,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
2381,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
2563,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
1310,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
1311,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
1314,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
1056,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
1043,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
1269,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
1482,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
1176,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
1395,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
1214,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
1215,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
1023,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
1560,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
1920,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
